age,education,balance,duration
26,secondary,37,301
40,secondary,669,367
32,secondary,659,446
53,secondary,673,137
26,primary,1538,97
49,secondary,0,412
50,secondary,2972,73
40,secondary,134,126
25,secondary,5533,50
28,secondary,157,164
48,secondary,-160,84
39,primary,643,24
26,tertiary,-385,163
34,secondary,516,292
36,tertiary,-861,53
53,tertiary,1129,241
60,secondary,3570,112
50,secondary,86,65
55,secondary,1126,388
30,secondary,-548,70
31,tertiary,170,98
49,tertiary,475,273
48,secondary,917,103
42,primary,1,59
53,primary,362,1169
48,secondary,0,431
30,secondary,1399,168
58,secondary,447,405
38,secondary,-278,143
33,secondary,90,263
39,secondary,-267,143
27,secondary,3933,837
44,secondary,829,47
26,secondary,81,63
26,secondary,0,55
58,primary,435,122
29,primary,-382,35
55,secondary,3899,596
56,tertiary,-141,101
36,primary,656,71
36,tertiary,-1629,337
35,secondary,289,48
58,secondary,553,174
26,secondary,4,201
28,tertiary,902,296
44,secondary,215,180
53,unknown,1012,332
27,primary,108,57
52,primary,14,55
33,secondary,837,301
31,primary,290,408
27,secondary,0,359
29,secondary,5,54
59,tertiary,14,114
32,secondary,82,86
31,secondary,17,266
46,secondary,-216,404
50,secondary,167,201
43,secondary,150,290
51,secondary,224,231
50,primary,859,40
27,tertiary,0,133
28,tertiary,1104,73
32,secondary,-173,300
47,primary,20,564
43,tertiary,-391,193
39,secondary,1439,73
52,unknown,482,83
32,tertiary,849,289
41,secondary,611,157
51,tertiary,57,66
50,secondary,1954,438
42,tertiary,1220,155
28,secondary,-97,96
33,tertiary,407,189
34,secondary,357,25
38,tertiary,-476,76
35,secondary,449,395
27,secondary,103,53
55,tertiary,-528,246
29,secondary,553,60
32,tertiary,273,231
34,secondary,0,1025
60,tertiary,-361,76
29,tertiary,361,819
32,secondary,2468,131
29,tertiary,676,470
39,primary,1373,81
34,tertiary,0,60
40,secondary,473,383
49,tertiary,224,68
29,secondary,209,487
41,tertiary,371,81
49,primary,73,106
29,secondary,0,83
50,secondary,546,82
45,tertiary,219,118
41,secondary,239,76
59,primary,0,97
25,secondary,157,33
53,primary,994,1339
34,tertiary,262,359
34,tertiary,97,102
30,tertiary,146,310
31,secondary,-571,68
49,tertiary,1556,674
53,secondary,2267,57
40,tertiary,1616,1009
52,secondary,475,121
59,primary,824,81
37,tertiary,404,55
31,secondary,20,141
38,secondary,337,624
38,secondary,1817,1096
56,secondary,76,93
51,tertiary,0,534
27,secondary,3305,78
59,secondary,-361,247
41,secondary,49,534
54,primary,551,431
32,secondary,72,88
43,secondary,1413,75
36,secondary,229,258
38,primary,-275,165
59,primary,88,63
54,secondary,129,867
41,secondary,0,41
58,tertiary,94,207
40,tertiary,552,761
29,tertiary,91,426
46,secondary,-204,234
39,tertiary,759,310
49,tertiary,1468,88
30,tertiary,253,283
37,secondary,1616,418
31,secondary,90,121
46,secondary,711,187
36,secondary,1156,141
34,secondary,3994,188
55,tertiary,141,154
35,secondary,1508,339
49,primary,-165,151
55,secondary,176,106
26,secondary,1163,239
54,secondary,1938,551
32,secondary,976,644
31,secondary,456,322
41,tertiary,96,269
35,primary,-631,124
26,primary,179,333
37,primary,147,192
34,tertiary,64,76
41,secondary,2125,433
31,secondary,-343,120
39,secondary,-104,290
34,tertiary,436,118
44,primary,5418,58
38,unknown,-933,149
35,secondary,1397,114
36,secondary,718,91
36,tertiary,1743,428
30,secondary,39,101
31,secondary,3,37
31,tertiary,34,127
43,primary,59,155
44,secondary,0,264
30,tertiary,2,377
34,secondary,2683,73
39,secondary,74,71
45,secondary,1214,118
30,tertiary,4321,257
29,secondary,417,234
30,secondary,208,213
57,primary,0,1037
33,tertiary,271,262
33,secondary,766,22
52,secondary,1912,123
35,secondary,742,83
43,primary,69,267
40,tertiary,30,609
59,secondary,149,313
56,secondary,4763,106
36,secondary,-342,170
26,secondary,63,76
39,secondary,823,780
40,tertiary,0,165
26,secondary,-685,314
27,tertiary,59,306
33,secondary,0,83
32,tertiary,128,320
56,secondary,124,341
33,secondary,2,85
26,secondary,18,579
35,tertiary,0,151
26,tertiary,102,377
29,secondary,65,19
32,secondary,48,76
26,secondary,1690,408
48,secondary,0,240
33,tertiary,1206,72
50,secondary,133,890
50,unknown,0,118
36,tertiary,13315,43
48,secondary,387,76
41,secondary,12,472
55,tertiary,655,167
34,secondary,254,276
60,secondary,3105,178
52,secondary,21,147
47,secondary,912,118
43,primary,400,282
30,tertiary,199,131
34,secondary,1682,123
25,secondary,76,50
35,tertiary,303,85
30,tertiary,2351,91
31,primary,48,209
29,tertiary,1895,97
27,secondary,192,1076
47,secondary,303,152
47,primary,0,107
40,secondary,419,100
35,secondary,-499,488
50,secondary,298,174
44,secondary,841,504
49,primary,0,127
32,primary,60,136
34,tertiary,1725,164
25,secondary,218,110
31,secondary,0,243
27,primary,1,120
56,tertiary,-59,127
44,secondary,251,122
30,secondary,567,317
46,secondary,-42,181
59,secondary,0,206
45,primary,488,90
50,secondary,349,27
41,secondary,640,169
36,primary,715,128
43,secondary,536,185
47,primary,292,210
51,secondary,2130,126
35,secondary,1,173
44,secondary,337,257
27,secondary,0,125
39,tertiary,54,99
41,secondary,-5,38
47,tertiary,216,193
31,tertiary,3,215
34,secondary,156,393
29,secondary,426,121
46,secondary,0,54
58,secondary,3542,345
37,secondary,3,88
32,primary,882,80
31,tertiary,-749,82
36,tertiary,8,858
57,primary,1700,178
32,secondary,129,119
35,tertiary,366,480
41,tertiary,354,95
37,secondary,-325,179
60,secondary,879,62
41,primary,812,117
30,unknown,4,176
56,secondary,467,105
42,secondary,-78,10
26,primary,344,62
56,secondary,6114,168
53,primary,845,123
56,primary,21,324
49,secondary,-249,234
47,secondary,3333,114
36,secondary,-323,118
44,tertiary,964,158
45,unknown,9,186
30,tertiary,1103,148
48,secondary,0,215
59,secondary,-1246,175
33,tertiary,-482,90
58,tertiary,2086,194
28,secondary,-513,95
55,secondary,408,314
45,unknown,1525,36
59,primary,0,604
40,tertiary,-495,303
46,secondary,931,156
42,secondary,-113,32
44,primary,4,163
53,unknown,5624,153
48,tertiary,2263,874
58,secondary,0,50
59,primary,46,44
28,secondary,1154,71
36,secondary,1563,449
59,secondary,1085,101
54,tertiary,84,34
57,secondary,0,109
40,secondary,5483,76
30,tertiary,62,90
45,secondary,49,65
42,secondary,7547,1569
42,tertiary,7190,375
58,tertiary,1517,7
47,primary,61,69
58,secondary,407,145
46,secondary,10,122
48,unknown,5176,162
42,unknown,-416,147
49,secondary,357,179
51,secondary,0,27
51,secondary,-396,179
56,unknown,0,83
47,tertiary,459,189
57,secondary,3100,165
51,secondary,7225,301
40,secondary,94,117
41,secondary,1882,165
31,secondary,892,25
56,unknown,6710,318
57,primary,0,112
51,tertiary,492,54
32,secondary,91,241
41,unknown,1538,710
43,secondary,9173,80
45,primary,193,116
41,tertiary,3947,63
50,tertiary,596,106
44,secondary,2575,129
48,secondary,292,164
36,tertiary,442,102
50,secondary,1772,206
51,primary,5,600
46,primary,564,124
59,tertiary,3390,43
48,tertiary,717,139
56,secondary,1199,336
51,tertiary,209,112
26,secondary,84,70
34,secondary,0,55
29,tertiary,7,70
47,secondary,917,293
49,secondary,1697,184
43,secondary,1149,237
54,tertiary,1692,299
42,secondary,150,135
55,tertiary,797,24
39,tertiary,1234,64
38,tertiary,9881,497
42,secondary,2130,146
51,secondary,-338,97
41,secondary,978,55
53,tertiary,4675,60
30,tertiary,1161,109
44,secondary,1781,48
42,secondary,1018,305
51,primary,0,132
59,primary,309,25
43,tertiary,210,646
59,tertiary,2512,167
54,secondary,4353,197
29,tertiary,402,345
53,secondary,329,69
58,primary,3,55
54,primary,1390,647
42,secondary,2534,105
43,primary,2113,33
41,secondary,510,61
59,secondary,1525,90
45,tertiary,0,100
39,secondary,2381,91
59,primary,0,45
50,secondary,176,155
45,secondary,2468,64
38,secondary,1655,392
42,unknown,2193,305
36,tertiary,4,261
48,secondary,933,446
57,primary,1896,248
45,tertiary,6269,20
38,secondary,4366,188
45,tertiary,6200,103
26,secondary,-84,63
32,secondary,2578,86
33,secondary,338,105
36,primary,125,57
42,tertiary,2625,2516
26,secondary,114,361
42,secondary,250,247
47,secondary,310,145
32,secondary,342,146
56,secondary,659,64
49,secondary,63,435
56,secondary,934,375
41,secondary,547,365
42,secondary,275,522
52,primary,1331,213
55,secondary,529,137
46,tertiary,1148,104
32,tertiary,138,57
39,secondary,64,100
46,tertiary,529,208
44,secondary,1226,51
39,secondary,150,735
55,secondary,0,94
52,secondary,1818,46
58,secondary,673,28
36,secondary,-129,121
35,secondary,-112,394
48,primary,755,65
41,secondary,261,797
51,tertiary,0,204
47,secondary,736,212
51,secondary,974,255
51,primary,620,88
43,tertiary,0,184
45,primary,2690,145
49,secondary,1601,47
58,primary,5506,81
45,primary,2239,24
54,primary,136,92
52,secondary,5517,163
39,secondary,394,551
34,secondary,475,538
58,secondary,19,271
51,secondary,513,331
34,secondary,5934,82
34,tertiary,5284,198
38,secondary,1283,60
48,primary,0,569
37,tertiary,1236,300
46,secondary,0,100
42,primary,1278,422
52,secondary,594,178
44,tertiary,0,129
34,secondary,147,57
29,tertiary,-689,199
25,unknown,342,281
39,secondary,0,218
41,secondary,274,207
48,primary,312,1186
33,secondary,0,454
49,tertiary,7254,132
54,primary,244,337
50,unknown,1688,156
49,unknown,126,195
27,secondary,-242,20
57,secondary,1301,63
51,unknown,2642,52
36,secondary,0,113
45,tertiary,2532,64
53,secondary,1815,86
27,secondary,36,114
58,secondary,1080,1058
25,secondary,88,121
36,tertiary,82,45
57,tertiary,53,539
43,primary,731,360
47,tertiary,24312,187
57,secondary,128,143
48,secondary,3726,369
55,secondary,1467,277
59,tertiary,1069,85
33,secondary,-211,96
42,tertiary,859,180
40,tertiary,4381,126
52,secondary,2332,108
35,primary,37,104
47,secondary,1305,172
29,primary,59,665
45,secondary,-158,340
49,secondary,124,125
36,tertiary,2017,246
47,secondary,312,884
43,primary,3664,274
44,primary,4389,33
29,tertiary,-1661,95
30,secondary,215,127
35,primary,-312,38
50,secondary,2910,790
53,unknown,8605,635
54,unknown,1044,597
31,tertiary,1839,109
45,unknown,4413,77
40,unknown,6,64
59,tertiary,0,376
57,tertiary,1602,339
47,secondary,356,44
36,primary,106,171
52,tertiary,-299,110
57,tertiary,132,174
45,primary,114,77
55,tertiary,2298,66
35,secondary,6554,226
41,primary,183,271
36,secondary,301,367
41,secondary,295,509
43,tertiary,-7,228
32,secondary,-95,935
32,primary,197,313
59,primary,4295,129
40,tertiary,390,80
52,tertiary,1452,194
48,secondary,1893,538
30,secondary,7,197
32,secondary,84,403
58,secondary,145,616
56,secondary,332,207
60,primary,362,816
28,primary,0,120
52,primary,247,268
29,tertiary,262,510
36,secondary,686,114
53,secondary,2191,99
49,secondary,2,246
56,primary,-464,820
34,primary,326,263
28,tertiary,107,122
45,tertiary,4647,109
26,secondary,165,162
56,secondary,559,69
31,secondary,0,82
54,tertiary,9,136
49,secondary,633,249
41,secondary,-190,808
55,secondary,0,316
30,tertiary,92,110
47,tertiary,2889,259
41,tertiary,91,204
39,tertiary,345,110
47,primary,617,119
49,primary,2481,53
58,secondary,35,336
42,secondary,1386,222
54,secondary,3967,90
29,secondary,19,327
42,tertiary,826,316
42,primary,2273,98
46,secondary,659,1127
59,secondary,1558,1140
39,secondary,2457,284
33,secondary,215,543
40,primary,224,138
28,tertiary,599,189
32,tertiary,-252,52
44,primary,64,223
49,secondary,0,71
49,primary,0,468
33,tertiary,235,185
48,primary,1850,61
41,tertiary,328,65
35,tertiary,0,399
47,tertiary,8106,340
35,secondary,840,281
43,tertiary,1800,103
47,secondary,2,104
44,primary,1109,176
44,secondary,2340,637
39,secondary,738,90
56,secondary,-82,234
26,secondary,0,165
51,unknown,174,308
39,secondary,949,75
32,secondary,2664,242
45,secondary,219,142
37,secondary,0,153
43,tertiary,744,619
42,secondary,1508,178
54,secondary,2681,481
34,tertiary,477,128
58,primary,3858,53
39,tertiary,9143,851
41,secondary,2044,234
54,primary,3067,222
48,tertiary,906,289
47,secondary,591,397
60,tertiary,6657,333
51,secondary,1151,125
31,tertiary,566,333
53,secondary,534,115
60,tertiary,179,79
52,primary,-1,112
58,tertiary,1321,157
52,secondary,-232,101
35,secondary,3297,193
48,tertiary,14530,863
39,tertiary,-409,590
49,secondary,933,92
43,secondary,1630,153
56,unknown,1032,225
28,secondary,376,49
32,secondary,1,123
56,secondary,1007,88
58,secondary,610,246
52,tertiary,1453,254
58,secondary,10,95
56,secondary,1316,76
50,secondary,3436,182
44,tertiary,4968,76
30,primary,1015,11
25,secondary,35,96
31,unknown,-340,520
27,secondary,0,138
52,secondary,1746,142
52,primary,1400,103
37,secondary,103,124
25,secondary,5,84
33,secondary,-333,329
57,primary,2927,78
41,primary,33,125
51,secondary,1017,353
58,primary,10628,189
39,secondary,406,253
26,secondary,0,65
50,secondary,2678,1011
51,unknown,3560,334
38,tertiary,5073,68
46,secondary,271,1013
56,tertiary,2975,28
27,secondary,151,139
33,secondary,66,189
42,secondary,0,458
47,tertiary,255,802
27,primary,-71,70
28,primary,1199,1011
49,secondary,-73,31
42,secondary,947,158
41,tertiary,15,59
55,unknown,715,90
49,tertiary,5969,258
26,secondary,-42,305
43,secondary,511,67
59,secondary,2303,128
34,tertiary,13,99
60,secondary,1382,112
56,primary,1177,39
45,unknown,13265,113
39,secondary,83,69
58,tertiary,0,120
58,secondary,901,235
41,tertiary,2646,81
44,secondary,0,684
33,secondary,5441,312
46,tertiary,21,566
55,unknown,1665,89
40,primary,1073,42
33,tertiary,775,60
36,secondary,0,843
47,secondary,-874,528
42,secondary,746,86
45,secondary,3307,129
44,secondary,4425,477
45,secondary,1201,652
51,tertiary,390,102
36,secondary,318,295
36,unknown,4481,99
39,unknown,1181,650
51,secondary,0,273
52,secondary,698,38
35,secondary,3443,409
48,secondary,862,160
43,primary,548,100
39,secondary,-1451,65
54,secondary,898,641
38,secondary,7159,285
47,primary,320,203
48,unknown,286,166
52,secondary,686,544
42,unknown,974,73
54,tertiary,0,250
58,secondary,3161,542
47,tertiary,192,120
53,tertiary,93,219
49,secondary,1091,47
29,secondary,3615,93
43,secondary,54,62
52,tertiary,43,32
42,secondary,-269,100
57,tertiary,11254,229
45,secondary,0,25
37,tertiary,43,65
37,unknown,0,195
50,secondary,1303,274
44,secondary,3438,68
53,primary,235,241
48,primary,63,29
55,primary,3293,64
56,unknown,260,250
50,primary,1367,270
41,tertiary,1715,695
56,secondary,68,85
53,unknown,717,594
48,primary,608,362
38,tertiary,2350,101
41,tertiary,636,80
43,secondary,-1,605
60,secondary,241,42
26,secondary,0,51
31,tertiary,0,1037
32,secondary,0,71
42,secondary,0,351
45,secondary,245,76
50,secondary,917,58
45,tertiary,579,141
55,secondary,1817,404
54,secondary,10621,187
37,secondary,241,55
30,primary,462,274
51,secondary,0,145
49,primary,1415,269
45,secondary,-479,167
51,primary,1193,85
43,secondary,99,226
44,secondary,488,292
47,secondary,-535,71
53,secondary,-440,14
27,secondary,152,80
51,secondary,43,220
55,secondary,96,340
45,unknown,713,148
51,primary,837,41
36,tertiary,6641,105
39,primary,1014,261
54,secondary,602,101
45,secondary,3,154
44,primary,0,83
46,secondary,0,77
38,secondary,105,244
30,secondary,0,102
46,secondary,-333,597
52,tertiary,0,161
41,tertiary,1373,81
45,primary,6535,639
44,secondary,2439,133
36,secondary,296,122
35,secondary,5,153
38,secondary,1149,41
56,secondary,485,70
32,tertiary,7,29
58,secondary,2739,86
54,primary,0,255
39,secondary,861,218
56,secondary,1340,197
56,tertiary,247,44
60,secondary,5632,380
44,primary,-4,788
36,secondary,2178,74
54,secondary,273,55
39,secondary,0,61
49,unknown,-701,988
54,secondary,1383,622
47,tertiary,8226,137
55,secondary,4372,122
45,unknown,998,38
42,primary,92,86
44,primary,629,432
46,secondary,1203,227
39,secondary,-139,120
40,tertiary,69,149
55,tertiary,-375,814
50,secondary,0,144
31,secondary,0,126
45,primary,321,918
57,primary,195,185
52,primary,959,694
44,tertiary,6486,272
56,secondary,784,149
37,secondary,4151,543
44,secondary,1335,94
59,primary,3831,87
60,secondary,1091,441
47,tertiary,0,89
53,primary,4576,82
29,secondary,1082,77
52,secondary,359,444
53,secondary,1389,34
59,secondary,0,73
42,unknown,-406,152
56,secondary,1005,69
37,primary,554,74
44,primary,51,289
38,primary,0,172
44,primary,276,535
31,tertiary,18,72
41,unknown,335,44
46,secondary,2862,132
41,unknown,-1,1171
38,secondary,238,376
44,secondary,1305,72
59,secondary,3414,117
57,primary,3819,1001
36,tertiary,96,729
58,secondary,1013,341
35,secondary,0,186
41,primary,0,509
52,secondary,1498,1078
53,secondary,1194,166
51,secondary,61,27
38,secondary,223,698
35,tertiary,648,674
55,secondary,1507,114
50,secondary,1011,340
40,secondary,286,106
46,primary,2032,424
29,tertiary,11310,436
40,secondary,657,159
50,primary,-333,208
46,tertiary,-363,96
35,primary,0,359
36,secondary,1328,69
53,secondary,4,259
48,secondary,-202,225
50,tertiary,230,1089
56,primary,152,65
40,secondary,0,106
43,primary,0,266
44,primary,-156,1211
53,tertiary,1046,50
60,primary,0,130
37,primary,11,109
51,secondary,-160,118
59,tertiary,1308,183
60,primary,726,94
41,unknown,779,647
32,secondary,-31,96
54,secondary,114,458
41,secondary,1785,225
26,secondary,179,103
30,secondary,1223,112
47,primary,269,145
42,secondary,2374,143
33,secondary,328,216
30,tertiary,-340,156
34,secondary,356,52
45,secondary,1841,154
34,tertiary,2892,1165
54,secondary,555,117
36,secondary,664,266
35,unknown,217,107
39,secondary,1116,486
53,secondary,6671,72
40,secondary,4,63
37,tertiary,0,100
42,secondary,2613,174
25,secondary,242,62
30,secondary,-176,47
32,secondary,167,103
55,secondary,197,95
58,tertiary,591,233
30,secondary,726,109
44,secondary,-665,342
27,primary,3,64
26,secondary,443,84
31,secondary,1302,89
50,tertiary,398,1567
33,secondary,0,41
44,secondary,2023,67
45,secondary,2922,153
60,unknown,15681,140
43,secondary,-179,335
55,tertiary,33,246
35,secondary,0,740
38,tertiary,-299,86
46,secondary,119,85
59,tertiary,332,35
58,tertiary,-1598,104
52,tertiary,147,90
44,secondary,221,149
55,secondary,1553,85
55,primary,2349,350
35,tertiary,-468,540
30,secondary,330,115
42,secondary,732,109
53,tertiary,0,595
49,secondary,1712,155
52,tertiary,0,278
53,secondary,285,242
35,secondary,3188,288
54,secondary,3721,163
58,tertiary,230,339
60,secondary,194,61
43,secondary,34,29
41,secondary,97,244
53,primary,0,123
37,tertiary,2173,352
56,tertiary,66,72
57,secondary,4664,103
31,secondary,-174,113
57,primary,133,173
44,secondary,0,187
40,secondary,-444,168
43,primary,410,50
51,primary,0,191
40,secondary,251,153
59,tertiary,1180,22
39,tertiary,3972,122
35,secondary,0,251
26,secondary,856,95
58,primary,128,49
55,tertiary,2366,94
55,secondary,2489,207
53,secondary,2248,122
42,unknown,1340,88
44,secondary,1326,96
40,tertiary,819,100
59,secondary,679,761
45,secondary,167,97
46,secondary,0,638
40,secondary,384,142
42,unknown,206,695
45,tertiary,1300,135
37,unknown,892,269
57,secondary,39,354
48,secondary,305,169
56,secondary,5486,251
27,tertiary,1,764
46,secondary,4000,251
